source,target,length,name,highway,osmid,oneway,reversed
6760665403,5795068449,12.394,Trần Hưng Đạo,primary,720357119,True,False
5795068449,6760714932,13.52,Trần Hưng Đạo,primary,720357119,True,False
9404261914,9404261916,56.755,Trần Hưng Đạo,primary,817914014,True,False
9404261916,6789110962,8.693,Trần Hưng Đạo,primary,817914014,True,False
9404261916,9404261915,7.717,,primary,1019648683,False,True
1996654213,1996655819,11.985,Đường Võ Văn Kiệt,primary,717202032,True,False
1996655819,1996654504,16.376,Đường Võ Văn Kiệt,primary,724149313,True,False
5757841608,6750820821,6.227,Nguyễn Tri Phương,primary,289862908,True,False
4675153893,10700118728,8.017,Công trường Mê Linh,primary,35114821,True,False
4611409246,6747299976,20.737,Đường Nguyễn Văn Cừ,primary,219860447,True,False
6747299976,411918236,22.468,Đường Nguyễn Văn Cừ,primary,219860447,True,False
11998448292,6786000983,7.171,Ngô Gia Tự,primary,1294683683,False,False
11998448292,11998448293,10.606,Ngô Gia Tự,primary,1294683683,False,True
11998448293,6786000981,46.814,Ngô Gia Tự,primary,1294683681,False,True
11998448293,11998448292,10.606,Ngô Gia Tự,primary,1294683683,False,False
2299409176,6747157937,30.781,Đường Lý Thường Kiệt,primary,220860889,True,False
366424502,6791076153,9.961,Đường Lý Thường Kiệt,primary,719465514,False,False
366424502,6791076155,11.732,Đường Lý Thường Kiệt,primary,719465514,False,True
6791076153,5051610787,26.777,Đường Lý Thường Kiệt,primary,719465514,False,False
6791076153,366424502,9.961,Đường Lý Thường Kiệt,primary,719465514,False,True
6791076155,366424502,11.732,Đường Lý Thường Kiệt,primary,719465514,False,False
6791076155,366428036,30.071,Đường Lý Thường Kiệt,primary,719465514,False,True
5057828573,5057828580,21.138,Lý Thái Tổ,primary,468434636,True,False
5057828580,5057828568,17.606,Lý Thái Tổ,primary,468434636,True,False
5238614065,6786738898,9.09,Cách Mạng Tháng 8,primary,818385418,True,False
6786738898,5763168804,154.296,Cách Mạng Tháng 8,primary,818385418,True,False
6791076156,10030984562,27.972,Đường Lý Thường Kiệt,primary,719465514,False,False
6791076156,366457975,9.967,Đường Lý Thường Kiệt,primary,719465514,False,True
10030984562,366428036,23.254,Đường Lý Thường Kiệt,primary,719465514,False,False
10030984562,6791076156,27.972,Đường Lý Thường Kiệt,primary,719465514,False,True
366457975,6791076156,9.967,Đường Lý Thường Kiệt,primary,719465514,False,False
366457975,6791076159,10.199,Đường Lý Thường Kiệt,primary,719465514,False,True
6793471358,2233425577,11.837,Võ Thị Sáu,primary,1177449288,True,False
2233425577,411919202,9.749,Võ Thị Sáu,primary,1177449288,True,False
11755528653,4638941673,9.401,Đường Lý Thường Kiệt,primary,377308561,True,False
6751169285,5050082271,69.085,Nguyễn Tri Phương,primary,1178203610,True,False
5050082271,9929100026,11.202,Nguyễn Tri Phương,primary,1178203610,True,False
6751175533,6751175531,5.548,Ngô Gia Tự,primary,466900849,False,False
6751175533,6751163917,27.726,Ngô Gia Tự,primary,466900849,False,True
6751175531,6751175536,80.294,Ngô Gia Tự,primary,466900849,False,False
6751175531,6751175533,5.548,Ngô Gia Tự,primary,466900849,False,True
6751163917,6751175533,27.726,Ngô Gia Tự,primary,466900849,False,False
6751163917,6751163915,42.633,Ngô Gia Tự,primary,466900849,False,True
11811380955,11846659094,9.49,Cách Mạng Tháng 8,primary,225192895,True,False
6729387208,3734437558,35.892,Phan Đình Phùng,primary,1185184973,False,False
6729387208,2366457792,47.501,Phan Đình Phùng,primary,1185184973,False,True
6791442364,6791442362,31.838,Đường Lý Thường Kiệt,primary,718980781,True,False
6791442362,6791021972,93.965,Đường Lý Thường Kiệt,primary,718980781,True,False
8359937902,411926698,90.674,Võ Thị Sáu,primary,1267006216,True,False
411926698,5350682983,26.992,Võ Thị Sáu,primary,654858165,True,False
11386759961,2468452124,8.863,Dương Bá Trạc,primary,719438575,True,False
11584778520,6791442364,11.094,Đường Lý Thường Kiệt,primary,718980781,True,False
4603798462,4603817783,18.593,Trần Hưng Đạo,primary,1019648637,True,False
4603817783,6790784940,22.495,Trần Hưng Đạo,primary,1019648637,True,False
6643087494,9861338000,14.354,Đường Tùng Thiện Vương,primary,1009761299,True,False
11386844224,5762770776,21.76,Dương Bá Trạc,primary,719447532,True,False
5762770776,6753895860,141.2,Dương Bá Trạc,primary,706342541,True,False
2233738917,2233738925,2.748,,primary,213720087,True,False
2233738917,4636764460,37.449,Đường Lý Thường Kiệt,primary,303164336,True,False
2233738925,4636764462,4.388,,primary,213720087,True,False
4636764460,10960847009,13.941,Đường Lý Thường Kiệt,primary,213727081,True,False
5816921542,6727805053,89.041,Châu Văn Liêm,primary,466671834,True,False
6727805053,4614188865,16.664,Châu Văn Liêm,primary,466671834,True,False
6727805056,5462393775,9.331,Đường Hải Thượng Lãn Ông,primary,715914025,True,False
5462393775,366434468,33.156,Đường Hải Thượng Lãn Ông,primary,715914025,True,False
5045757211,6751173866,16.416,Nguyễn Tri Phương,primary,289862908,True,False
4621858728,6726916096,11.283,An Dương Vương,primary,715811173,True,False
4621858728,4631057700,13.303,Nguyễn Tri Phương,primary,1018414094,True,False
6726916096,6726856273,183.912,An Dương Vương,primary,715811173,True,False
4631057700,4631390893,6.144,Nguyễn Tri Phương,primary,330532328,True,False
4631057700,5802993756,13.228,Đường An Dương Vương,primary,715792606,True,False
5816774527,6790711637,51.315,Trần Hưng Đạo,primary,468616398,True,False
6790711637,6777663102,19.586,Trần Hưng Đạo,primary,468616398,True,False
366451136,366476092,35.976,Cách Mạng Tháng 8,primary,495849087,False,False
366451136,5293846843,23.984,Cách Mạng Tháng 8,primary,495849087,False,True
366476092,2822167933,107.734,Cách Mạng Tháng 8,primary,495849087,False,False
366476092,366451136,35.976,Cách Mạng Tháng 8,primary,495849087,False,True
4646769643,6793471368,12.355,Đường 3 Tháng 2,primary,235283467,True,False
6789210648,4603846870,12.591,Trần Hưng Đạo,primary,720357119,True,False
4603846870,6789210651,16.085,Trần Hưng Đạo,primary,720357119,True,False
366469997,6793708667,24.484,Đường 3 Tháng 2,primary,817504915,True,False
6793708667,4646769632,9.212,Đường 3 Tháng 2,primary,817504915,True,False
6772593450,6758159306,7.537,Đường Lý Thường Kiệt,primary,719465515,False,False
6772593450,6759811640,44.985,Đường Lý Thường Kiệt,primary,719465515,False,True
11998294100,11998294099,20.453,Ngô Gia Tự,primary,1294654280,False,False
11998294100,6777810285,10.272,Ngô Gia Tự,primary,1294654280,False,True
11998294099,11998294100,20.453,Ngô Gia Tự,primary,1294654280,False,True
11998294099,6751111919,42.099,Ngô Gia Tự,primary,1294685600,False,False
6777810285,11998294100,10.272,Ngô Gia Tự,primary,1294654280,False,False
6777810285,6785910542,11.639,Ngô Gia Tự,primary,1294654280,False,True
6794335781,8591874783,12.538,Đường hầm sông Sài Gòn,primary,724477806,True,False
8591874783,8591874782,12.159,Đường hầm sông Sài Gòn,primary,724477806,True,False
6786605028,10945131853,41.663,Đường 3 Tháng 2,primary,1232138468,True,False
10945131853,6770374401,18.749,Đường 3 Tháng 2,primary,1178203230,True,False
6772432971,6642769184,56.977,Trần Hưng Đạo,primary,219860365,True,False
6642769184,6772432979,74.013,Trần Hưng Đạo,primary,219860365,True,False
6751175530,6751175535,82.095,Ngô Gia Tự,primary,32585690,True,False
6751175535,6751156746,108.677,Ngô Gia Tự,primary,32585690,True,False
11389684432,11389684410,5.941,Đường Lý Thường Kiệt,primary,213721187,True,False
11389684410,3806810443,9.89,Đường Lý Thường Kiệt,primary,213721187,True,False
8591874801,6794364468,605.511,Đường hầm sông Sài Gòn,primary,724479606,True,False
701666210,411919403,8.304,Công Trường Dân Chủ,primary,1265471315,True,False
411919403,4646769638,8.295,Công Trường Dân Chủ,primary,1265471315,True,False
2233748940,2233756579,27.008,Hoàng Văn Thụ,primary,213721195,True,False
2233756579,2233756575,23.223,Hoàng Văn Thụ,primary,213721195,True,False
2469697628,6791076697,34.288,Đường Nguyễn Văn Cừ,primary,32585854,True,False
1767909388,2408890248,11.272,Đường Võ Văn Kiệt,primary,1265997672,True,False
2408890248,1996654089,13.202,Đường Võ Văn Kiệt,primary,1265997672,True,False
6747154748,6747154746,11.108,Hàm Nghi,primary,1177488211,True,False
6747154746,2034589359,11.246,Hàm Nghi,primary,1177488211,True,False
366458878,11372411231,14.188,Nguyễn Văn Trỗi,primary,1226363019,True,False
6772941228,4611835692,21.977,,primary,1267886086,True,False
4611835692,4609356060,92.652,Đường Võ Văn Kiệt,primary,723202521,True,False
6790795375,6747228551,22.881,Đường Hai Bà Trưng,primary,673254417,False,False
6790795375,6747201136,16.433,Đường Hai Bà Trưng,primary,673254417,False,True
6747228551,9006176565,22.687,Đường Hai Bà Trưng,primary,673254417,False,False
6747228551,6790795375,22.881,Đường Hai Bà Trưng,primary,673254417,False,True
6747201136,6790795375,16.433,Đường Hai Bà Trưng,primary,673254417,False,False
6747201136,411926578,17.116,Đường Hai Bà Trưng,primary,673254417,False,True
2289929129,6789163889,3.01,Đường Lý Thái Tổ,primary,714014820,True,False
6789163889,6739847140,11.142,Đường Lý Thái Tổ,primary,714014820,True,False
11286466804,4489056947,1.623,,primary,1265997674,True,False
10942561820,10942561831,27.751,Công trường Quách Thị Trang,primary,1185864079,True,False
10942561831,10942561834,19.248,Lê Lai,primary,1128345001,True,False
5058500143,2433279319,10.586,Đường 3 Tháng 2,primary,694625406,True,False
6760578329,2364075322,12.962,Trần Hưng Đạo,primary,1019648630,True,False
6727536979,6727536974,8.54,Hùng Vương,primary,715878587,True,False
2359660071,2358137398,89.351,Đường Võ Văn Kiệt,primary,723197014,True,False
2358137398,2358137388,42.354,Đường Võ Văn Kiệt,primary,723197014,True,False
6750723209,6751156748,42.632,Ngô Gia Tự,primary,466900850,True,False
6751156748,4616051260,98.533,Ngô Gia Tự,primary,466900850,True,False
4415006541,4415006539,15.59,Đường Võ Văn Kiệt,primary,723197007,True,False
4415006539,4618427495,15.662,Đường Võ Văn Kiệt,primary,723197007,True,False
411922729,3462932164,25.714,Ðiện Biên Phủ,primary,327097661,True,False
6770168718,411923247,4.897,Lý Thái Tổ,primary,721696781,True,False
411923247,411920875,31.47,Lý Thái Tổ,primary,721696781,True,False
7321387415,6736511299,5.799,Võ Văn Kiệt,primary,723244278,True,False
6736511299,4609356098,30.613,Võ Văn Kiệt,primary,723244278,True,False
6757455569,746617478,4.592,,primary,468691943,True,False
4618427510,678474547,7.452,Võ Văn Kiệt,primary,189017034,True,False
6777663104,6760578322,18.582,Trần Hưng Đạo,primary,1280794110,True,False
11998448290,411919584,5.757,Ngã Bảy Lý Thái Tổ,primary,1018414110,True,False
411919584,2614395092,5.912,Ngã Bảy Lý Thái Tổ,primary,1018414109,True,False
6790784931,9404261879,50.233,Trần Hưng Đạo,primary,724152274,True,False
9404261879,9404261882,51.053,Trần Hưng Đạo,primary,724152274,True,False
2614395055,4614090217,5.196,Ngã Bảy Lý Thái Tổ,primary,1018414103,True,False
9404261902,6789341872,15.298,Trần Hưng Đạo,primary,722054809,True,False
6789341872,4597084182,53.231,Trần Hưng Đạo,primary,722054809,True,False
8616409135,8616409136,56.494,Đường Võ Văn Kiệt,primary,165228001,True,False
8616409136,9695695354,39.386,Đường Võ Văn Kiệt,primary,165228001,True,False
7436273656,6432191818,15.326,Phạm Thế Hiển,primary,1271304014,False,True
6432191818,7436273656,15.326,Phạm Thế Hiển,primary,1271304014,False,False
6769576944,6727805056,13.696,Đường Hải Thượng Lãn Ông,primary,715914025,True,False
6769576944,1996655545,3.649,,primary,1265525447,True,False
6793925376,6793925374,77.631,Cách Mạng Tháng 8,primary,220862996,True,False
6793925374,4609313866,5.613,Cách Mạng Tháng 8,primary,220862996,True,False
9404261855,6778254120,7.364,Trần Hưng Đạo,primary,719421235,True,False
6778254120,6753761534,17.278,Trần Hưng Đạo,primary,719421235,True,False
10821417309,6753955210,9.924,Dương Bá Trạc,primary,719444481,True,False
6753955210,5762770866,117.129,Dương Bá Trạc,primary,719444481,True,False
9404406083,6727805033,18.393,Đường Châu Văn Liêm,primary,466671837,False,True
9404406083,6727805030,54.541,Đường Châu Văn Liêm,primary,466671837,False,False
6754000224,10823281947,10.051,Dương Bá Trạc,primary,719447533,True,False
10823281947,6754000223,9.422,Dương Bá Trạc,primary,719449672,True,False
2233730987,6747004612,10.171,Đường Lý Thường Kiệt,primary,220860894,True,False
6747004612,366438769,55.223,Đường Lý Thường Kiệt,primary,220860894,True,False
411926563,6786732271,15.474,Cách Mạng Tháng 8,primary,1271931206,True,False
6786732271,411926493,41.594,Cách Mạng Tháng 8,primary,1271931206,True,False
7576580843,7576580841,29.763,Cách Mạng Tháng 8,primary,495849088,True,False
711368028,6794477953,7.227,Công Trường Dân Chủ,primary,35115031,True,False
6794477953,701666217,7.215,Công Trường Dân Chủ,primary,35115031,True,False
3758592340,2008273924,45.932,Nguyễn Văn Trỗi,primary,1226362261,True,False
2008273924,6116136066,74.816,Nguyễn Văn Trỗi,primary,1226362263,True,False
5803147461,4613947568,11.894,Đường Hồng Bàng,primary,716772936,True,False
6754155664,6751260840,19.006,Đường Lý Thường Kiệt,primary,1270628961,False,False
6754155664,11755528584,36.962,Đường Lý Thường Kiệt,primary,1270628961,False,True
6751260840,6754155665,8.816,Đường Lý Thường Kiệt,primary,1270628961,False,False
6751260840,6754155664,19.006,Đường Lý Thường Kiệt,primary,1270628961,False,True
11755528584,6754155664,36.962,Đường Lý Thường Kiệt,primary,1270628961,False,False
11755528584,5803147482,1.789,Đường Lý Thường Kiệt,primary,1270628961,False,True
6760580992,366386196,8.284,Trần Hưng Đạo,primary,327048057,True,False
9006176565,6747228547,62.906,Đường Hai Bà Trưng,primary,673254417,False,False
9006176565,6747228551,22.687,Đường Hai Bà Trưng,primary,673254417,False,True
6747228547,411926523,7.544,Đường Hai Bà Trưng,primary,673254417,False,False
6747228547,9006176565,62.906,Đường Hai Bà Trưng,primary,673254417,False,True
2358070593,2358070578,3.295,,primary,227076577,True,False
2358070578,2358070576,3.305,,primary,227076577,True,False
1996655823,3338020342,8.784,Đường Võ Văn Kiệt,primary,609372747,True,False
3338020342,3338020341,10.396,Đường Võ Văn Kiệt,primary,327090292,True,False
5806004438,5806004435,16.058,Trần Hưng Đạo,primary,327048057,True,False
5806004435,11383352033,26.497,Trần Hưng Đạo,primary,327048057,True,False
4626959290,4611982111,15.016,Đường Võ Văn Kiệt,primary,722042530,True,False
4611982111,6791456159,2.305,Đường Võ Văn Kiệt,primary,724162401,True,False
4616051265,1996654032,70.162,Ngô Gia Tự,primary,32585690,True,False
1996654032,6751163912,4.79,Ngô Gia Tự,primary,32585690,True,False
6789210662,6760714938,8.278,Trần Hưng Đạo,primary,466095118,True,False
6789210662,6789210661,6.606,,primary,723877618,False,False
6760714938,6789210664,5.347,Trần Hưng Đạo,primary,466095118,True,False
6789210661,6789210665,8.221,Trần Hưng Đạo,primary,720357119,True,False
6789210661,6789210662,6.606,,primary,723877618,False,True
1861212907,1769173868,40.487,Đường Võ Văn Kiệt,primary,189193711,True,False
366447019,4609551766,18.281,Đường Hải Thượng Lãn Ông,primary,723184009,True,False
4609551766,6769874633,8.992,Đường Hải Thượng Lãn Ông,primary,466008498,True,False
2032267468,6789210646,37.003,Trần Hưng Đạo,primary,720357119,True,False
11771724334,411926532,91.202,Đường Ðiện Biên Phủ,primary,408246393,True,False
5795269937,3338020192,41.161,Đường Võ Văn Kiệt,primary,719952416,True,False
3338020192,5795270655,10.679,Đường Võ Văn Kiệt,primary,719952416,True,False
5058499868,11266350271,35.174,Đường 3 Tháng 2,primary,723589390,True,False
11266350271,5058499849,39.865,Đường 3 Tháng 2,primary,723589390,True,False
11755184277,6732659236,51.737,Đường Hồng Bàng,primary,717325443,True,False
12079411132,6750707519,37.037,Nguyễn Tri Phương,primary,719951933,True,False
6750707519,734894515,11.643,Nguyễn Tri Phương,primary,719951933,True,False
8348871140,5769748091,22.252,Đường Hai Bà Trưng,primary,225372720,False,False
8348871140,411923970,27.379,Đường Hai Bà Trưng,primary,225372720,False,True
5769748091,411921627,17.726,Đường Hai Bà Trưng,primary,225372720,False,False
5769748091,8348871140,22.252,Đường Hai Bà Trưng,primary,225372720,False,True
411923970,8348871140,27.379,Đường Hai Bà Trưng,primary,225372720,False,False
411923970,411918844,31.819,Đường Hai Bà Trưng,primary,225372720,False,True
1996655354,4611905362,13.495,Đường Võ Văn Kiệt,primary,1273370130,True,False
4611905362,5813971193,10.019,Đường Võ Văn Kiệt,primary,1273370133,True,False
11998515370,11998515369,60.108,Ngô Gia Tự,primary,1294685602,False,False
11998515370,11998515371,5.533,Ngô Gia Tự,primary,1294685602,False,True
11998515371,11998515370,5.533,Ngô Gia Tự,primary,1294685602,False,False
11998515371,11998515372,26.959,Ngô Gia Tự,primary,1294685602,False,True
4631762591,6760580989,12.178,Trần Hưng Đạo,primary,327048057,True,False
6760580989,9470462684,66.111,Trần Hưng Đạo,primary,327048057,True,False
3338020339,3338020338,5.876,Đường Võ Văn Kiệt,primary,327090292,True,False
3338020338,1996654022,8.255,Đường Võ Văn Kiệt,primary,327090292,True,False
1996654472,6640225456,73.109,Hùng Vương,primary,330532314,True,False
6640225456,4646989208,18.907,Hùng Vương,primary,330532314,True,False
9736097872,5805637454,139.435,An Dương Vương,primary,715914017,True,False
5805637454,6727804999,48.626,An Dương Vương,primary,189067596,True,False
7428269772,6773057497,4.98,Cao Xuân Dục,primary,794226593,True,False
6773057497,366412059,4.628,Cao Xuân Dục,primary,794226593,True,False
1996655551,4589132515,41.283,Đường Hải Thượng Lãn Ông,primary,1265525407,True,False
4589132515,1996654109,18.277,Đường Hải Thượng Lãn Ông,primary,1265525407,True,False
366386566,6754263860,9.712,Đường Lý Thường Kiệt,primary,719465514,False,False
366386566,6754263862,11.268,Đường Lý Thường Kiệt,primary,719465514,False,True
6786738901,2393618251,13.048,Nguyễn Thị Minh Khai,primary,701023320,True,False
2393618251,411924874,12.461,Nguyễn Thị Minh Khai,primary,227742838,True,False
2393618251,6786738907,16.432,Cách Mạng Tháng 8,primary,230935041,True,False
10942561840,5444117929,16.173,Lê Lai,primary,1128345001,True,False
5444117929,9404297269,31.401,Phạm Hồng Thái,primary,719043756,True,False
5444117929,10942561830,16.257,Lê Lai,primary,1128345000,True,False
5444117929,4673510847,14.546,Lê Lai,primary,1132278756,False,False
5058497796,411925795,22.07,Ðiện Biên Phủ,primary,1018414111,True,False
6786605039,6786605036,29.45,Đường 3 Tháng 2,primary,567485853,True,False
6786605036,6786605034,65.804,Đường 3 Tháng 2,primary,567485853,True,False
5762780550,6789341875,23.074,Trần Hưng Đạo,primary,1019648669,True,False
6522455319,6793708670,26.535,Đường 3 Tháng 2,primary,694625406,True,False
6793708670,698217101,9.698,Đường 3 Tháng 2,primary,694625406,True,False
6789209421,2358070591,20.23,Đường Võ Văn Kiệt,primary,473396240,True,False
2358070591,11286466804,1.887,,primary,1265997673,True,False
2358070576,2358070589,3.297,,primary,227076577,True,False
1996655783,11824889556,14.809,Đường Võ Văn Kiệt,primary,723197007,True,False
11824889556,3338019258,40.268,Đường Võ Văn Kiệt,primary,723197007,True,False
6772432973,2364075314,11.349,Trần Hưng Đạo,primary,719421235,True,False
366411899,11824841480,9.667,Đường Võ Văn Kiệt,primary,725193317,True,False
11824841480,6800521436,45.703,Đường Võ Văn Kiệt,primary,725193317,True,False
1769173835,4663087673,47.555,Đường Tôn Ðức Thắng,primary,323397719,True,False
4663087673,6747041328,187.034,Đường Tôn Ðức Thắng,primary,323397719,True,False
6788576892,411926622,11.02,Trần Hưng Đạo,primary,722054809,True,False
6751175536,4616051266,10.795,Ngô Gia Tự,primary,466900849,False,False
6751175536,6751175531,80.294,Ngô Gia Tự,primary,466900849,False,True
2364075318,6772510391,13.199,Đường Trần Hưng Đạo B,primary,1019648619,True,False
6772510391,4631178579,85.936,Đường Trần Hưng Đạo B,primary,1019648619,True,False
4609356062,11256782661,36.549,Đường Võ Văn Kiệt,primary,723202521,True,False
5074798953,411918478,12.327,Cách Mạng Tháng 8,primary,496187511,False,False
5074798953,411918116,6.615,Cách Mạng Tháng 8,primary,496187511,False,True
411918478,11730180944,8.58,Cách Mạng Tháng 8,primary,496187511,False,False
411918478,5074798953,12.327,Cách Mạng Tháng 8,primary,496187511,False,True
6751145366,9402954162,6.608,Hàm Nghi,primary,719035062,True,False
6751145366,9402954170,82.108,Hàm Nghi,primary,719035064,True,False
9402954162,6753535102,4.521,Hàm Nghi,primary,719035062,True,False
9402954170,9402520594,25.868,Hàm Nghi,primary,719035064,True,False
6739847111,2233126176,6.217,Ngã Bảy Lý Thái Tổ,primary,1018414105,True,False
9404261896,5780886564,6.285,Trần Hưng Đạo,primary,1019648657,True,False
5780886564,6788576904,37.918,Trần Hưng Đạo,primary,1019648657,True,False
6773282380,11812136323,2.62,Nguyễn Thái Học,primary,1177820835,True,False
2358070594,2358070595,3.502,,primary,1265997673,True,False
2358070595,2358070579,3.513,,primary,1265997673,True,False
3338019258,4415006544,17.354,Đường Võ Văn Kiệt,primary,723197007,True,False
6372499824,2299409179,38.136,Đường Lý Thường Kiệt,primary,220860889,True,False
2299409179,11395567083,23.756,Đường Lý Thường Kiệt,primary,220860889,True,False
2302074153,6239040585,10.475,Đường Lý Thường Kiệt,primary,719465514,False,False
2302074153,6740238627,23.229,Đường Lý Thường Kiệt,primary,1277704601,True,False
6239040585,6754155666,10.047,Đường Lý Thường Kiệt,primary,719465514,False,False
6239040585,2302074153,10.475,Đường Lý Thường Kiệt,primary,719465514,False,True
6740238627,2302073743,13.695,Đường Lý Thường Kiệt,primary,1277704601,True,False
4627838047,1996655330,13.469,Cầu Chà Và,primary,614724259,True,False
1996655330,1996655065,52.959,Đường Hải Thượng Lãn Ông,primary,723184009,True,False
2131959240,1996654189,17.536,Nguyễn Thái Học,primary,629904756,True,False
1996654189,7549400479,34.177,Nguyễn Thái Học,primary,629904756,True,False
411920295,6786738909,50.612,Đường Ðiện Biên Phủ,primary,723594455,True,False
6786738909,11953547345,21.758,Đường Ðiện Biên Phủ,primary,723594455,True,False
3011826140,4636764474,38.443,Đường Lý Thường Kiệt,primary,377308561,True,False
4636764474,4636764476,4.068,,primary,1265525409,True,False
6786674056,5058499877,26.731,Đường 3 Tháng 2,primary,723589390,True,False
5058499877,6786674051,21.051,Đường 3 Tháng 2,primary,723589390,True,False
5764817347,411925485,15.861,Ðiện Biên Phủ,primary,327097661,True,False
411925485,411921112,14.121,Ðiện Biên Phủ,primary,327097661,True,False
634134024,6754353886,16.199,Đường Nguyễn Văn Cừ,primary,715843009,True,False
634134024,5762610076,4.533,Vòng xoay Cộng Hoà,primary,1265471299,True,False
6788929501,6640398172,2.084,An Dương Vương,primary,468653970,True,False
6640398172,6726843082,3.771,An Dương Vương,primary,468653970,True,False
4614001020,4621933726,4.926,Ngã Sáu Nguyễn Tri Phương,primary,971692805,True,False
4621933726,5788957691,4.946,Ngã Sáu Nguyễn Tri Phương,primary,971692805,True,False
3338019245,3338019244,8.426,Võ Văn Kiệt,primary,327090284,True,False
3338019244,3338019243,12.55,Võ Văn Kiệt,primary,327090284,True,False
11757445972,6770168717,69.465,Lý Thái Tổ,primary,1185901506,True,False
5805665984,6726843076,27.791,Đường An Dương Vương,primary,467581823,True,False
1996655004,1996653945,21.551,Cầu Chà Và,primary,189017100,True,False
1996653945,6773057500,8.161,Cầu Chà Và,primary,189017100,True,False
6754374800,4596177934,81.408,Cầu Ông Lãnh,primary,464515058,True,False
4596177934,5772092882,28.05,Cầu Ông Lãnh,primary,464515058,True,False
5794884014,6754168420,2.285,Đường Hùng Vương,primary,330378025,True,False
6754168420,11845929855,1.929,Đường Hùng Vương,primary,330378025,True,False
4611399534,6791456504,4.417,Đường Nguyễn Văn Cừ,primary,219860447,True,False
6791456504,2289923628,45.506,Đường Nguyễn Văn Cừ,primary,219860447,True,False
6727656780,4620532888,10.447,Nguyễn Tri Phương,primary,330532328,True,False
4620532888,4620534189,11.13,,primary,719486327,True,False
4620532888,6727656782,9.364,Nguyễn Tri Phương,primary,719951933,True,False
9404261884,9404261886,45.68,Trần Hưng Đạo,primary,1268643575,True,False
9404261886,6788469894,28.549,Trần Hưng Đạo,primary,1268643575,True,False
6751163915,6751163917,42.633,Ngô Gia Tự,primary,466900849,False,False
6751163915,6751163913,34.032,Ngô Gia Tự,primary,466900849,False,True
6751163913,6751163915,34.032,Ngô Gia Tự,primary,466900849,False,False
6751163913,6751163911,4.538,Ngô Gia Tự,primary,466900849,False,True
2300363363,6788929500,1.384,,primary,1018412812,True,False
4636764462,11932364997,5.172,,primary,213720087,True,False
11932364997,4636764469,4.714,,primary,213720087,True,False
6739847134,6739847122,2.383,,primary,1232179873,True,False
6739847122,6739847133,2.369,,primary,1232179873,True,False
366457990,11389684391,23.33,Hoàng Văn Thụ,primary,197982856,True,False
11389684391,11395867022,27.959,Hoàng Văn Thụ,primary,197982856,True,False
5074798958,411923084,3.895,Cách Mạng Tháng 8,primary,496187511,False,False
5074798958,11730180954,4.415,Cách Mạng Tháng 8,primary,496187511,False,True
411923084,5518776427,57.207,Cách Mạng Tháng 8,primary,496187511,False,False
411923084,5074798958,3.895,Cách Mạng Tháng 8,primary,496187511,False,True
11730180954,5074798958,4.415,Cách Mạng Tháng 8,primary,496187511,False,False
11730180954,11730180944,31.3,Cách Mạng Tháng 8,primary,496187511,False,True
2332682130,10750240737,20.969,Đường Hai Bà Trưng,primary,1077610914,True,False
10750240737,10750240733,139.872,Cầu Kiệu,primary,1155984227,True,False
9736097870,9736097868,11.704,Đường Ngô Quyền,primary,1059708979,False,True
9736097870,4616051257,18.206,Đường Ngô Gia Tự,primary,1173638566,False,False
9736097870,6758159308,8.903,Đường Ngô Quyền,primary,1265471330,False,False
9736097868,9736097870,11.704,Đường Ngô Quyền,primary,1059708979,False,False
4616051257,6727718950,22.03,Ngô Gia Tự,primary,466900849,False,False
4616051257,9736097870,18.206,Đường Ngô Gia Tự,primary,1173638566,False,True
4616051257,9736097869,11.457,Ngô Gia Tự,primary,1227722373,True,False
6758159308,6727718957,15.761,Hồng Bàng,primary,210268958,True,False
6758159308,9736097864,6.693,Đường Ngô Quyền,primary,466898003,True,False
6758159308,9736097870,8.903,Đường Ngô Quyền,primary,1265471330,False,True
4623110641,634134021,5.582,Vòng xoay Cộng Hoà,primary,971692803,True,False
5811285101,5811285109,68.592,Đường Võ Văn Kiệt,primary,189017049,True,False
5811285109,6791519963,36.049,Đường Võ Văn Kiệt,primary,189017049,True,False
11998476554,11998476555,35.385,Ngô Gia Tự,primary,1294685600,False,False
11998476554,11998476553,15.191,Ngô Gia Tự,primary,1294685600,False,True
11998476553,11998476554,15.191,Ngô Gia Tự,primary,1294685600,False,False
11998476553,11998476552,21.166,Ngô Gia Tự,primary,1294685600,False,True
411917829,411918842,11.635,Hai Bà Trưng,primary,1163559039,False,False
411917829,411925289,50.315,Hai Bà Trưng,primary,1163559039,False,True
4649999511,11050557453,6.734,Trần Hưng Đạo,primary,724060390,True,False
4649999511,6773182777,5.503,Nguyễn Thái Học,primary,724060394,True,False
6773182777,6773282380,5.579,Nguyễn Thái Học,primary,724060394,True,False
7549400479,2131959236,4.057,Nguyễn Thái Học,primary,629904756,True,False
11757386619,2491883774,87.917,Trường Chinh,primary,817499370,True,False
2491883774,3771486714,51.349,Trường Chinh,primary,817499370,True,False
2380787714,2380787713,13.298,Cầu Khánh Hội,primary,57727332,True,False
1996654447,1996654802,3.644,,primary,1265525447,True,False
6732659234,4583512674,7.533,Đường Hồng Bàng,primary,1265525446,True,False
4583512674,6727805012,39.843,Đường Hồng Bàng,primary,717325444,True,False
9880361670,411925966,19.315,Đường Hai Bà Trưng,primary,1077610913,True,False
